epoch,accuracy,loss
0,0.535386323928833,1.0605381727218628
1,0.7503904104232788,0.6603618860244751
2,0.8481479287147522,0.42649099230766296
3,0.8913111090660095,0.30510953068733215
4,0.9137985110282898,0.24300548434257507
5,0.9379099011421204,0.18245448172092438
6,0.9486538767814636,0.140361949801445
7,0.963895320892334,0.10188072174787521
8,0.9705790281295776,0.07891423255205154
9,0.9750140309333801,0.06725558638572693
10,0.9785121083259583,0.057696934789419174
11,0.9824473857879639,0.04952450096607208
12,0.9831969738006592,0.04623309150338173
13,0.9855706095695496,0.04155872017145157
14,0.986944854259491,0.037893183529376984
15,0.9859454035758972,0.037807896733284
16,0.9863826632499695,0.037018802016973495
17,0.9859454035758972,0.03623700886964798
18,0.9887562990188599,0.03214813768863678
19,0.988568902015686,0.030638691037893295
20,0.9887562990188599,0.02905484475195408
21,0.9881941676139832,0.030502911657094955
22,0.9876319766044617,0.030322274193167686
23,0.9875070452690125,0.0288801658898592
24,0.9870697855949402,0.029613398015499115
25,0.9879443049430847,0.029239505529403687
26,0.9893184900283813,0.026304783299565315
27,0.9868823885917664,0.02913849800825119
28,0.9886938333511353,0.026260394603013992
29,0.9883190989494324,0.025632010772824287
30,0.9888812303543091,0.02528727613389492
31,0.9870697855949402,0.027166327461600304
32,0.9885064363479614,0.025548765435814857
33,0.9905678033828735,0.022519439458847046
34,0.9899431467056274,0.023119879886507988
35,0.9893184900283813,0.023988474160432816
36,0.9886313676834106,0.025321679189801216
37,0.9908801317214966,0.021681027486920357
38,0.9883190989494324,0.023747682571411133
39,0.9890686273574829,0.024418260902166367
40,0.9894434213638306,0.022755591198801994
41,0.9904428720474243,0.020910615101456642
42,0.9895683526992798,0.02205921709537506
43,0.9905053377151489,0.020802907645702362
44,0.9886313676834106,0.023218480870127678
45,0.9901930093765259,0.020913463085889816
46,0.9888187646865845,0.022220579907298088
47,0.989380955696106,0.02189248986542225
48,0.9887562990188599,0.021958665922284126
49,0.9905053377151489,0.0191607978194952
50,0.9905678033828735,0.020243443548679352
51,0.9911924600601196,0.019322967156767845
52,0.9905678033828735,0.02144283428788185
53,0.9910050630569458,0.02184355817735195
54,0.988568902015686,0.02438543364405632
55,0.9903179407119751,0.02127811498939991
56,0.9901305437088013,0.02103475108742714
57,0.9909425973892212,0.020322581753134727
58,0.9915672540664673,0.01882486417889595
59,0.9902554750442505,0.019827215000987053
60,0.9898182153701782,0.020014861598610878
61,0.9915047883987427,0.01896185614168644
62,0.9915047883987427,0.018251920118927956
63,0.9919420480728149,0.019045239314436913
64,0.9902554750442505,0.020302433520555496
65,0.9905053377151489,0.019534582272171974
66,0.9907552003860474,0.019095277413725853
67,0.9908801317214966,0.018388275057077408
68,0.9908801317214966,0.019385499879717827
69,0.9910675287246704,0.019820842891931534
70,0.9916297197341919,0.019931357353925705
71,0.9920045137405396,0.017934996634721756
72,0.9916297197341919,0.01830020360648632
73,0.9906302690505981,0.02016274817287922
74,0.9925042390823364,0.01684652455151081
