epoch,accuracy,loss
0,0.3077019155025482,1.3527562618255615
1,0.4859766364097595,1.197251796722412
2,0.6170279383659363,1.014212965965271
3,0.6879879832267761,0.8548896312713623
4,0.7399587631225586,0.7177390456199646
5,0.7844337821006775,0.6085761189460754
6,0.8245986700057983,0.5257732272148132
7,0.853020191192627,0.4581986665725708
8,0.8829408288002014,0.3947176933288574
9,0.8962458372116089,0.34066903591156006
10,0.9108001589775085,0.2904224991798401
11,0.9241676330566406,0.24916301667690277
12,0.9326004385948181,0.22735483944416046
13,0.9414704442024231,0.19687271118164062
14,0.9488412737846375,0.17666104435920715
15,0.9573989510536194,0.15858793258666992
16,0.9602099061012268,0.14667081832885742
17,0.9623336791992188,0.13681747019290924
18,0.9645199775695801,0.12277022004127502
19,0.9672684073448181,0.11039096117019653
20,0.9737023115158081,0.09577775746583939
21,0.9757011532783508,0.08734472095966339
22,0.9788244366645813,0.07761455327272415
23,0.9785121083259583,0.0751967579126358
24,0.9783247113227844,0.0721375122666359
25,0.9810731410980225,0.0639268308877945
26,0.9810731410980225,0.06304337829351425
27,0.9801361560821533,0.05939992517232895
28,0.9800736904144287,0.05826321989297867
29,0.9800736904144287,0.057728808373212814
30,0.9824473857879639,0.05200456455349922
31,0.98225998878479,0.0503726527094841
32,0.9821350574493408,0.04837152361869812
33,0.9813230037689209,0.04902363568544388
34,0.9827597141265869,0.04679778218269348
35,0.98225998878479,0.04633050411939621
36,0.9840089678764343,0.04444830119609833
37,0.9815104007720947,0.044789209961891174
38,0.9814479351043701,0.04318429157137871
39,0.9820101261138916,0.042057693004608154
40,0.9811980724334717,0.042592603713274
41,0.981947660446167,0.03976140916347504
42,0.9826347827911377,0.039892662316560745
43,0.9820725917816162,0.040235210210084915
44,0.9820725917816162,0.03913124278187752
45,0.9828221797943115,0.039138950407505035
46,0.9829471111297607,0.03725684434175491
47,0.9821975231170654,0.03889812156558037
48,0.9837591648101807,0.03656256943941116
49,0.9825098514556885,0.037849266082048416
